57,56,12626246,2638860,297289
57,57,1102463,417787,297289
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,25
45,1,0,0,0
47,0,657,412,412
47,1,0,0,0
49,0,10176,4997,4994
49,1,0,0,0
51,0,80064,31984,31800
51,1,40,17,17
53,0,688453,225356,216788
53,1,1645,894,894
55,0,3949981,1051929,881422
55,1,44303,20134,20059
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,26
45,1,0,0,0
47,0,657,412,413
47,1,0,0,0
49,0,10176,4997,4996
49,1,0,0,0
51,0,80064,31984,31817
51,1,23,10,11
53,0,688453,225356,216919
53,1,1622,905,906
55,0,3949981,1051929,881497
55,1,44195,20077,20016
57,0,24607730,5129745,2400640
57,1,918859,347343,327142
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,26
45,1,0,0,0
47,0,657,412,413
47,1,0,0,0
49,0,10176,4997,4976
49,1,1,1,2
